dataset_id,num_tags,num_branches,num_commits_substantive,eligible,eligibility_reason,status,error_category,error
michsethowusu/Code-170k-fon,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Guitar-Fan/record-test,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
zjhhhh/Qwen3b_base_generation_488_2_2_filtered,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
yuto-urushima/openarm_pickplace_1253,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
madhu-sagar123/text-to-python-code-dataset,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Han1222/weather_llama3_doc,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
airoa-org/corl2025_demo,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
archivartaunik/iakub-kolas-novaia-ziamlia-aliaksandr-uladamirski,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
open-llm-leaderboard/llnYou__ECE-PRYMMAL-YL-3B-SLERP-V3-details,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a4ed1ab-0a84b384261067711fc7d058;f4be0eeb-5734-4d97-bbd2-037cdf815a7a)

Cannot ac"
MrLight/general-reasoner-verifier-analysis,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
JaclLe/tR9P9jXZGE5zu8KE107,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a4ed1ac-7c8c54ae448aeb043c7d1577;e9a3da43-3687-4bcf-a8ce-1bb867ec270e)

Cannot ac"
Intel/misinformation-guard,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
jacobmorrison/cse-579-code-rl,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
lucanunz/10flowsteps_20260407_160340,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
autoevaluate/autoeval-staging-eval-autoevaluate__zero-shot-classification-sample-autoevalu-ded028-2312,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
akatsuki1125/JMultiPL-E-r,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Nalandadata/NalandaJEENEETBench,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a4ed1ac-356b7e5843bf779e1711d14f;d589491a-0272-4ff6-8386-0d57d39e2f48)

Cannot ac"
BASH-Lab/BiDepth,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
1EDAFS/ADFSF1093,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Donnahue-Scale/Test-Card,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
itqpek91706/eZ83e-MbqcKOBmnv64,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a4ed1ac-223a318a7b2854eb7786e5c0;29e2d056-bdd0-41d5-9ddf-2bcc54fce67b)

Cannot ac"
ljvmiranda921/details_msde-Qwen_Qwen3-8B-Base-lora-4bit-msde-S1-id_aya-expanse-32b,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
results-sd-v1-5-sd-v2-1-if-v1-0-karlo/f247faaa,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
daaxila/xdownloader.com__3eac3-part1,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
rznfzly/items_prompts_lite,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
jprivera44/anti_collusion_training_data,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
cosigner/BDsAm4kQ2FAyFEsKn0QXXw,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a4ed1ac-575854e27b90eed6547308fe;5f3e04a6-de15-4da7-a353-f77f2d40f518)

Cannot ac"
xlyashuk/gen_damage_v1_aspect_128,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
MrPsarik/rollout_SortToy_20260527_143413_20260612_172222,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
sghosts/bigjob_2-2,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Harini2973/Data,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
raghavab/whisper-cleaned,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
electricsheepeurope/europe-who-financial-hardship-in-health-and-components-population,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
yujieouo/ChartMuseum,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Hieuman/Arguana,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
joao-donasolo/entigraph-pathvqa,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
electricsheepafrica/africa-synth-urbanization-informal-settlement-profiles-africa-all,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
plak1986/backup_09,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
1g0rrr/test_insert_connector_precise_crop,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
rufimelo/PortugueseLegalSentences-v1,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
faezeb/openthoughts_science25k_cluster_41,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Mindgard/evaded-prompt-injection-and-jailbreak-samples,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a4ed1ad-5d2a0f7103d1c0623f373727;ca477407-5552-4935-bd75-4db880545ffb)

Cannot ac"
ai-chem/EyeDrops,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
sradc/imagenet_resized_64x64,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
dreMaz/AnimeInstanceSegmentationDataset,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
open-llm-leaderboard-old/details_CalderaAI__13B-Ouroboros,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ganadores/gando4,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
91veMe4Plus-Project/korean_conversational_dialogue,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
hamishivi/open_scholar_rl_rlvr,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
bjeyg/VideoChatGPT,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Ahmed107/pseudo_labels,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
argilla-internal-testing/test_import_dataset_from_hub_with_classlabel_b7e24593-07a1-4eca-9c47-009394a7d199,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
tritauzen/safwef,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
nregerg/erhgw,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
sewella5/semantic_prime_T5_predictions,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
mrachilles/NTU60PointsSliced,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
hoyoung1359/LLM-Practice,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
FORIFOR/so101_grab_pooh_50ep_v1,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
laczh666/ultramedical_10k,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
KrisMinchev/wikitext-2-raw-v1,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
saaaqaadd/mobile,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
yaninsanity/QWHYhd9boyYOeTAU64,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a4ed1ae-7f60fc654804ddea698950bc;7a6ecc7d-36b1-42b7-8368-bb3d65b5dd47)

Cannot ac"
broadfield/overthink-c-e,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
svjack/Empress_Dowager_Cixi_Captioned,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
phindile94/BAzfuMcL,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
cmarschner/test5,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
KyleBae1017/raw-data,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
lizhi060930/dsgegv,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
cmncomp/bm-sdxl-data,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
liuyanchen1015/MULTI_VALUE_cola_drop_aux_be_progressive,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
stefanocarrera/autophagycode_D_he_train-mercury_Qwen3-4B_strategy_trust_t1.0_g4_run1_metrics,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
LXY520/WKF12,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Jinwoo870/test_noprompt_textdata,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
TheFactoryX/edition_1702_cornell-movie-review-data-rotten_tomatoes-readymade,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
vitellaro-matteo/gzsl-graphs-data,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
mlfoundations-dev/nemotron-sft_1000_1742775199_eval_0981,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Kasd007/auto-train-1-1774178347688,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
felixZzz/bespoke_sub1k_nonoverlap-teacher_len32k_response-5-student_response-verified-acc,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
AliGhiasvand86/subject_suggester_test_inference,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
chiyuanhsiao/text_L2-regular-14_llama-questions,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
sjleslie/MGEN_Base_A_split_slimpj_context_len_3__bs026,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
khanghuynh0245/data-repo-2,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
BangumiBase/ikkitousen,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
CZLC/propaganda_tema,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
jeeeethuuuuu/demo,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
kvseet17/repeatsamplingimdb,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
lokeshe09/dataset,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
plaguss/end2end_textclassification,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
DCAgent/DCAgent_dev_set_71_tasks_DCAgent_staqc-sandboxes-traces-terminus-2_Qwen3-32B_202af5a1f31,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
gabrielmbmb/qa-math-generation,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
daaxila/twitter-xiaogualu7-2026.02.21-2025173711356387780-dDiqhFDk36Aa7Pk3-part1,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ozmy2e38/4pCWp-OWrv4ZL4o664,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a4ed1af-1497fdfb784090117e73e862;12c4713d-9ec1-49be-b2fe-0016ca31d87e)

Cannot ac"
Peneloewpe/AbigailAnneCooper,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ssch11/S911N85un1ca1,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
submission096/XJTU,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
joyheyueya/1027_insight_to_citation_prediction_train,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
DCAgent2/terminal_bench_2_a1_toolscale_20260406_035453,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
nouhad/multiplication_train_10x15,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Kyleyee/train_data_imdb_subsft_wrong_preference,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
R2ASAF/ADSFD8883,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
novastar112/toy_maze_2d_easy_allstep_thinking_future_rollout_cot_500k,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
itsadeel/mobile-ner-dataset,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a4ed1b0-3aada04100ee98f95d8a9aa6;4f01aa18-e944-420a-b72e-e63e59354b61)

Cannot ac"
need2code/birds-9-ProtBySubsystems,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
open-llm-leaderboard-old/details_OpenBuddy__openbuddy-deepseek-67b-v18.1-4k,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
nhzjl/W-Bench,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
joey234/mmlu-human_sexuality-original-neg,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
zhangxuri/test,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
GoldenGold/H_Qfd4l32Bpj9rrB86,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a4ed1b0-5196792d1d596d1c1529606b;22d0c3e3-7ac9-4208-9ecd-b919e8f772ca)

Cannot ac"
pmonib81/3xSnyoNr,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
cmeraki/hindi_eval_general_mcq,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
HiTZ/EusExams-v2,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
financeindustryknowledgeskills/modeling_valuation_knowledge,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
cafierom/MAOB_images_3classes,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ainewtrend01/Score1,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
sultf2/embedded_faqs_medicare,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
yzhuang/aimo-validation-aime,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
fracapuano/so100_test,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
BensonJessie/EvelynWilliam,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
n0w0f/MatText_Robocrys_kvrh_2m,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
FormosanBank/ePark_hui_ben_ping_tai_picture_book_platform,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Anvix/question-decomposition-peft,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
symoon11/code-repair-rl-pi,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
pphh2000/tt,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Sayyam-1/crislens-artifacts,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
JisooSong/sandwich_121to130_bslb,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
loesterfb/Llama-3.1-8B-custom,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
paszea/ik_so100,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
TheFactoryX/edition_0196_inductiva-windtunnel-20k-readymade,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
datasetsANDmodels/Noise-from-Human,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
sergiov2000/eval_act_so100_test3ep1,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
