dataset_id,version_from,version_to,code,is_breaking
edinburghcstr/ami,831ea5d6035059ce66bf14f13e5ccdb222db48f9,bb43445902f62021034a54b1cb2f014553823b08,C421,False
xlangai/spider,6232cc3fad6d54c62b3ba23a364083a98ff36a17,fbb01a4f128231b111c4a047b6d0f6bf36d1f5a6,C421,False
xlangai/spider,6232cc3fad6d54c62b3ba23a364083a98ff36a17,fbb01a4f128231b111c4a047b6d0f6bf36d1f5a6,C421,False
lt-s/BAC_PIC_HOSPITAL,9252f80ce76712be860d575c9b44b97c333850c9,cfe7c307df1866a44025cffe679a3cd531060ea2,C421,False
lt-s/BAC_PIC_HOSPITAL,9252f80ce76712be860d575c9b44b97c333850c9,cfe7c307df1866a44025cffe679a3cd531060ea2,C421,False
lt-s/BAC_PIC_HOSPITAL,9252f80ce76712be860d575c9b44b97c333850c9,cfe7c307df1866a44025cffe679a3cd531060ea2,C421,False
lt-s/BAC_PIC_HOSPITAL,7343e2daa6851c2e1195db19f0f2cc1774b1d2a0,9252f80ce76712be860d575c9b44b97c333850c9,C422,False
lt-s/BAC_PIC_HOSPITAL,7343e2daa6851c2e1195db19f0f2cc1774b1d2a0,9252f80ce76712be860d575c9b44b97c333850c9,C422,False
lt-s/BAC_PIC_HOSPITAL,7343e2daa6851c2e1195db19f0f2cc1774b1d2a0,9252f80ce76712be860d575c9b44b97c333850c9,C422,False
lt-s/BAC_PIC_HOSPITAL,7343e2daa6851c2e1195db19f0f2cc1774b1d2a0,9252f80ce76712be860d575c9b44b97c333850c9,C422,False
lt-s/BAC_PIC_HOSPITAL,7343e2daa6851c2e1195db19f0f2cc1774b1d2a0,9252f80ce76712be860d575c9b44b97c333850c9,C422,False
lt-s/BAC_PIC_HOSPITAL,cde9070bbc8219a6536167b04bdb8bccf46cb835,b915901a52bdc1331759c8232532e1b998914f4b,C421,False
lt-s/BAC_PIC_HOSPITAL,cde9070bbc8219a6536167b04bdb8bccf46cb835,b915901a52bdc1331759c8232532e1b998914f4b,C421,False
lt-s/BAC_PIC_HOSPITAL,cde9070bbc8219a6536167b04bdb8bccf46cb835,b915901a52bdc1331759c8232532e1b998914f4b,C421,False
lt-s/BAC_PIC_HOSPITAL,cde9070bbc8219a6536167b04bdb8bccf46cb835,b915901a52bdc1331759c8232532e1b998914f4b,C421,False
lt-s/BAC_PIC_HOSPITAL,cde9070bbc8219a6536167b04bdb8bccf46cb835,b915901a52bdc1331759c8232532e1b998914f4b,C421,False
khrisyu/Qwen3-4B-Instruct-2507-best_of_n-prm-completions,9fc42f2db25eef1f785b352795d20855567a67ca,50c756a798d02c93fd09b39df83c0337e3ca570e,C421,False
khrisyu/Qwen3-4B-Instruct-2507-best_of_n-prm-completions,dbfac8f9ccc02392f7ff299652d4dd5c75c52b3f,9fc42f2db25eef1f785b352795d20855567a67ca,C421,False
khrisyu/Qwen3-4B-Instruct-2507-best_of_n-prm-completions,21ffcc095090874493822a6bb630e8b9b2ebf30e,dbfac8f9ccc02392f7ff299652d4dd5c75c52b3f,C311,True
khrisyu/Qwen3-4B-Instruct-2507-best_of_n-prm-completions,21ffcc095090874493822a6bb630e8b9b2ebf30e,dbfac8f9ccc02392f7ff299652d4dd5c75c52b3f,C421,False
khrisyu/Qwen3-4B-Instruct-2507-best_of_n-prm-completions,c7d05e750708964b197a8b633c2ae60ebda7048e,21ffcc095090874493822a6bb630e8b9b2ebf30e,C421,False
khrisyu/Qwen3-4B-Instruct-2507-best_of_n-prm-completions,2e211bc0605393aeaac3258e960d74bd5cccf1dd,c7d05e750708964b197a8b633c2ae60ebda7048e,C421,False
khrisyu/Qwen3-4B-Instruct-2507-best_of_n-prm-completions,cf3cd6e9e78afbaaf436703af1253ee5a1d5a630,2e211bc0605393aeaac3258e960d74bd5cccf1dd,C421,False
khrisyu/Qwen3-4B-Instruct-2507-best_of_n-prm-completions,e5d1d9554f6aa994714bdb7ff0500c64ff08451f,cf3cd6e9e78afbaaf436703af1253ee5a1d5a630,C421,False
khrisyu/Qwen3-4B-Instruct-2507-best_of_n-prm-completions,b641545267fb305e431d129ae30eec311352ddff,e5d1d9554f6aa994714bdb7ff0500c64ff08451f,C421,False
khrisyu/Qwen3-4B-Instruct-2507-best_of_n-prm-completions,afb0437cf4f3b38c57acf0d4f51d84b1a3a0fbfe,b641545267fb305e431d129ae30eec311352ddff,C421,False
khrisyu/Qwen3-4B-Instruct-2507-best_of_n-prm-completions,7d656f547590425d7a93911be6626359401fd7fe,afb0437cf4f3b38c57acf0d4f51d84b1a3a0fbfe,C421,False
khrisyu/Qwen3-4B-Instruct-2507-best_of_n-prm-completions,38c29a240cc82fb39ce7ac83553afa8f7f934b1a,7d656f547590425d7a93911be6626359401fd7fe,C421,False
khrisyu/Qwen3-4B-Instruct-2507-best_of_n-prm-completions,8d686177415e4df363b9374acbf13c9c1544b0f8,38c29a240cc82fb39ce7ac83553afa8f7f934b1a,C421,False
khrisyu/Qwen3-4B-Instruct-2507-best_of_n-prm-completions,7236ce76da0ac861c30697c647af6e15cf5f3cfe,8d686177415e4df363b9374acbf13c9c1544b0f8,C421,False
