dataset_id,version_from,version_to,code,is_breaking
yunosuken/sentiment-train,2bb8a7bc39022b98b35c6226e8c51dca3eedc280,e39a534fdfd2e64663dc1b012288dadf645a3ce9,C421,False
yunosuken/sentiment-train,29bc9e5203ec9141f3105316ba3c3f76ab3029f8,2bb8a7bc39022b98b35c6226e8c51dca3eedc280,C422,False
yunosuken/sentiment-train,0b476f733ff4c21879bb909e25f28faa5d7a101d,29bc9e5203ec9141f3105316ba3c3f76ab3029f8,C421,False
yunosuken/sentiment-train,cf7513ed7d190d7944c980834638696b544b8417,0b476f733ff4c21879bb909e25f28faa5d7a101d,C422,False
yunosuken/sentiment-train,6969a02d796197752840cb64052e4eeff3e9f213,cf7513ed7d190d7944c980834638696b544b8417,C421,False
yunosuken/sentiment-train,a805faff27b5c1aeec904191193c7de9a47752f9,69fbffc3b04fee9320ba87104076894cdbe07ab9,C421,False
yunosuken/sentiment-train,50828f1d9e1e734532c3903307c864889e063c05,a805faff27b5c1aeec904191193c7de9a47752f9,C421,False
yunosuken/sentiment-train,19f1517e246d01ff853e349fb512bdf091317a8e,50828f1d9e1e734532c3903307c864889e063c05,C421,False
xhaka3456/Pick_Place,467bd66409d55ee7e63c4ca4c454fa6a2d481a09,4b3eca2645c6b50a1f62987b5bc1b0ba7f9a009e,C421,False
xhaka3456/Pick_Place,467bd66409d55ee7e63c4ca4c454fa6a2d481a09,4b3eca2645c6b50a1f62987b5bc1b0ba7f9a009e,C421,False
xhaka3456/Pick_Place,467bd66409d55ee7e63c4ca4c454fa6a2d481a09,4b3eca2645c6b50a1f62987b5bc1b0ba7f9a009e,C421,False
xhaka3456/Pick_Place,467bd66409d55ee7e63c4ca4c454fa6a2d481a09,4b3eca2645c6b50a1f62987b5bc1b0ba7f9a009e,C421,False
xhaka3456/Pick_Place,467bd66409d55ee7e63c4ca4c454fa6a2d481a09,4b3eca2645c6b50a1f62987b5bc1b0ba7f9a009e,C421,False
HanyueShen/YunXiaoHe-RISA-Avalon-Eval,e217b64edd6ec31f37e8e4abb9b553b66154b28c,b24cbe3752386ff80334d916e93b0197b2bb9a46,C312,False
HanyueShen/YunXiaoHe-RISA-Avalon-Eval,e217b64edd6ec31f37e8e4abb9b553b66154b28c,b24cbe3752386ff80334d916e93b0197b2bb9a46,C322,False
HanyueShen/YunXiaoHe-RISA-Avalon-Eval,e217b64edd6ec31f37e8e4abb9b553b66154b28c,b24cbe3752386ff80334d916e93b0197b2bb9a46,C421,False
HanyueShen/YunXiaoHe-RISA-Avalon-Eval,e217b64edd6ec31f37e8e4abb9b553b66154b28c,b24cbe3752386ff80334d916e93b0197b2bb9a46,C530,False
HanyueShen/YunXiaoHe-RISA-Avalon-Eval,e217b64edd6ec31f37e8e4abb9b553b66154b28c,b24cbe3752386ff80334d916e93b0197b2bb9a46,C421,False
HanyueShen/YunXiaoHe-RISA-Avalon-Eval,e217b64edd6ec31f37e8e4abb9b553b66154b28c,b24cbe3752386ff80334d916e93b0197b2bb9a46,C422,False
HanyueShen/YunXiaoHe-RISA-Avalon-Eval,56c304bb9a89da2a33dc091219de5291804b51d4,e217b64edd6ec31f37e8e4abb9b553b66154b28c,C421,False
HanyueShen/YunXiaoHe-RISA-Avalon-Eval,56c304bb9a89da2a33dc091219de5291804b51d4,e217b64edd6ec31f37e8e4abb9b553b66154b28c,C421,False
HanyueShen/YunXiaoHe-RISA-Avalon-Eval,56c304bb9a89da2a33dc091219de5291804b51d4,e217b64edd6ec31f37e8e4abb9b553b66154b28c,C421,False
HanyueShen/YunXiaoHe-RISA-Avalon-Eval,56c304bb9a89da2a33dc091219de5291804b51d4,e217b64edd6ec31f37e8e4abb9b553b66154b28c,C421,False
aaron-ser/so101-cardboard-box-pickup-dataset,1bad0d820c243cfcf1c19f1ba8f24f824e62e31c,a07ffcfb20ffc3895babdd98c62216d24c918f6c,C322,False
aaron-ser/so101-cardboard-box-pickup-dataset,1bad0d820c243cfcf1c19f1ba8f24f824e62e31c,a07ffcfb20ffc3895babdd98c62216d24c918f6c,C421,False
aaron-ser/so101-cardboard-box-pickup-dataset,1bad0d820c243cfcf1c19f1ba8f24f824e62e31c,a07ffcfb20ffc3895babdd98c62216d24c918f6c,C530,False
aaron-ser/so101-cardboard-box-pickup-dataset,1bad0d820c243cfcf1c19f1ba8f24f824e62e31c,a07ffcfb20ffc3895babdd98c62216d24c918f6c,C322,False
aaron-ser/so101-cardboard-box-pickup-dataset,1bad0d820c243cfcf1c19f1ba8f24f824e62e31c,a07ffcfb20ffc3895babdd98c62216d24c918f6c,C421,False
aaron-ser/so101-cardboard-box-pickup-dataset,1bad0d820c243cfcf1c19f1ba8f24f824e62e31c,a07ffcfb20ffc3895babdd98c62216d24c918f6c,C530,False
aaron-ser/so101-cardboard-box-pickup-dataset,1bad0d820c243cfcf1c19f1ba8f24f824e62e31c,a07ffcfb20ffc3895babdd98c62216d24c918f6c,C322,False
aaron-ser/so101-cardboard-box-pickup-dataset,1bad0d820c243cfcf1c19f1ba8f24f824e62e31c,a07ffcfb20ffc3895babdd98c62216d24c918f6c,C421,False
aaron-ser/so101-cardboard-box-pickup-dataset,1bad0d820c243cfcf1c19f1ba8f24f824e62e31c,a07ffcfb20ffc3895babdd98c62216d24c918f6c,C530,False
aaron-ser/so101-cardboard-box-pickup-dataset,1bad0d820c243cfcf1c19f1ba8f24f824e62e31c,a07ffcfb20ffc3895babdd98c62216d24c918f6c,C322,False
aaron-ser/so101-cardboard-box-pickup-dataset,1bad0d820c243cfcf1c19f1ba8f24f824e62e31c,a07ffcfb20ffc3895babdd98c62216d24c918f6c,C421,False
aaron-ser/so101-cardboard-box-pickup-dataset,1bad0d820c243cfcf1c19f1ba8f24f824e62e31c,a07ffcfb20ffc3895babdd98c62216d24c918f6c,C530,False
aaron-ser/so101-cardboard-box-pickup-dataset,1bad0d820c243cfcf1c19f1ba8f24f824e62e31c,a07ffcfb20ffc3895babdd98c62216d24c918f6c,C322,False
aaron-ser/so101-cardboard-box-pickup-dataset,1bad0d820c243cfcf1c19f1ba8f24f824e62e31c,a07ffcfb20ffc3895babdd98c62216d24c918f6c,C421,False
aaron-ser/so101-cardboard-box-pickup-dataset,1bad0d820c243cfcf1c19f1ba8f24f824e62e31c,a07ffcfb20ffc3895babdd98c62216d24c918f6c,C530,False
aaron-ser/so101-cardboard-box-pickup-dataset,aac994447c7106b019a768947a9df63295e2f3e6,1bad0d820c243cfcf1c19f1ba8f24f824e62e31c,C422,False
aaron-ser/so101-cardboard-box-pickup-dataset,aac994447c7106b019a768947a9df63295e2f3e6,1bad0d820c243cfcf1c19f1ba8f24f824e62e31c,C422,False
aaron-ser/so101-cardboard-box-pickup-dataset,aac994447c7106b019a768947a9df63295e2f3e6,1bad0d820c243cfcf1c19f1ba8f24f824e62e31c,C422,False
aaron-ser/so101-cardboard-box-pickup-dataset,aac994447c7106b019a768947a9df63295e2f3e6,1bad0d820c243cfcf1c19f1ba8f24f824e62e31c,C422,False
aaron-ser/so101-cardboard-box-pickup-dataset,aac994447c7106b019a768947a9df63295e2f3e6,1bad0d820c243cfcf1c19f1ba8f24f824e62e31c,C422,False
aaron-ser/so101-cardboard-box-pickup-dataset,e9d28f7be41bfd02707adbbb727bc931ea3928f5,aac994447c7106b019a768947a9df63295e2f3e6,C421,False
aaron-ser/so101-cardboard-box-pickup-dataset,e9d28f7be41bfd02707adbbb727bc931ea3928f5,aac994447c7106b019a768947a9df63295e2f3e6,C421,False
aaron-ser/so101-cardboard-box-pickup-dataset,e9d28f7be41bfd02707adbbb727bc931ea3928f5,aac994447c7106b019a768947a9df63295e2f3e6,C421,False
aaron-ser/so101-cardboard-box-pickup-dataset,e9d28f7be41bfd02707adbbb727bc931ea3928f5,aac994447c7106b019a768947a9df63295e2f3e6,C421,False
aaron-ser/so101-cardboard-box-pickup-dataset,e9d28f7be41bfd02707adbbb727bc931ea3928f5,aac994447c7106b019a768947a9df63295e2f3e6,C421,False
aaron-ser/so101-cardboard-box-pickup-dataset,2f57011f94218259a5efc216e7de8892cb06f996,e9d28f7be41bfd02707adbbb727bc931ea3928f5,C421,False
aaron-ser/so101-cardboard-box-pickup-dataset,2f57011f94218259a5efc216e7de8892cb06f996,e9d28f7be41bfd02707adbbb727bc931ea3928f5,C421,False
aaron-ser/so101-cardboard-box-pickup-dataset,2f57011f94218259a5efc216e7de8892cb06f996,e9d28f7be41bfd02707adbbb727bc931ea3928f5,C421,False
aaron-ser/so101-cardboard-box-pickup-dataset,2f57011f94218259a5efc216e7de8892cb06f996,e9d28f7be41bfd02707adbbb727bc931ea3928f5,C421,False
aaron-ser/so101-cardboard-box-pickup-dataset,2f57011f94218259a5efc216e7de8892cb06f996,e9d28f7be41bfd02707adbbb727bc931ea3928f5,C421,False
lipsop/so101-block-in-bin-100ep,0cdb3d170c3466629d17f0e401e7337342aff8ed,9ba0b903ee6fc680ed8fb37afe5ca1c4518a1d87,C421,False
lipsop/so101-block-in-bin-100ep,0cdb3d170c3466629d17f0e401e7337342aff8ed,9ba0b903ee6fc680ed8fb37afe5ca1c4518a1d87,C421,False
lipsop/so101-block-in-bin-100ep,0cdb3d170c3466629d17f0e401e7337342aff8ed,9ba0b903ee6fc680ed8fb37afe5ca1c4518a1d87,C421,False
lipsop/so101-block-in-bin-100ep,0cdb3d170c3466629d17f0e401e7337342aff8ed,9ba0b903ee6fc680ed8fb37afe5ca1c4518a1d87,C421,False
lipsop/so101-block-in-bin-100ep,0cdb3d170c3466629d17f0e401e7337342aff8ed,9ba0b903ee6fc680ed8fb37afe5ca1c4518a1d87,C421,False
andrewatef/p-small,a9ada89f74985a8146408d97e026e6f1dd4dd7ef,591d173c9ea9b95edaf5feea0218b1a5466b2abf,C421,False
andrewatef/p-small,6ce70132fc86e1d048964b73473d60259180f3b7,a9ada89f74985a8146408d97e026e6f1dd4dd7ef,C312,False
andrewatef/p-small,e9e5fc5112f90a9ace8b1efa76c37c65a2f3b97e,0ac58dfae19166671e5b31f8687d1922e9a65f52,C421,False
andrewatef/p-small,14594ed3799161284803d7ccb687d89be7ceca98,e9e5fc5112f90a9ace8b1efa76c37c65a2f3b97e,C312,False
andrewatef/p-small,14594ed3799161284803d7ccb687d89be7ceca98,e9e5fc5112f90a9ace8b1efa76c37c65a2f3b97e,C421,False
andrewatef/p-small,7e67951f23a41fa46ac041df89330b42edc1e63c,14594ed3799161284803d7ccb687d89be7ceca98,C312,False
andrewatef/p-small,e371f2df2be1719daa2404438434ae414df7146d,7e67951f23a41fa46ac041df89330b42edc1e63c,C312,False
andrewatef/p-small,e371f2df2be1719daa2404438434ae414df7146d,7e67951f23a41fa46ac041df89330b42edc1e63c,C421,False
andrewatef/p-small,bebad2ea6d58d1bba378040027666afca1191772,e371f2df2be1719daa2404438434ae414df7146d,C312,False
andrewatef/p-small,bebad2ea6d58d1bba378040027666afca1191772,e371f2df2be1719daa2404438434ae414df7146d,C421,False
andrewatef/p-small,9a5e2fdc4279a6518950485cdeebd1bb57fa43d3,bebad2ea6d58d1bba378040027666afca1191772,C312,False
andrewatef/p-small,9a5e2fdc4279a6518950485cdeebd1bb57fa43d3,bebad2ea6d58d1bba378040027666afca1191772,C422,False
andrewatef/p-small,1452a6c9281b2aaac50c5e5d12d096703aaee854,9a5e2fdc4279a6518950485cdeebd1bb57fa43d3,C312,False
andrewatef/p-small,1452a6c9281b2aaac50c5e5d12d096703aaee854,9a5e2fdc4279a6518950485cdeebd1bb57fa43d3,C421,False
andrewatef/p-small,739a9010a055c38f149adca7ea498f5c719d314a,1452a6c9281b2aaac50c5e5d12d096703aaee854,C312,False
andrewatef/p-small,739a9010a055c38f149adca7ea498f5c719d314a,1452a6c9281b2aaac50c5e5d12d096703aaee854,C422,False
andrewatef/p-small,78077deb0320d15935191c5d5f048d5ec754c53e,739a9010a055c38f149adca7ea498f5c719d314a,C421,False
AfonsoLob/xarm_smolvla,608af32e1f553b63b6196da7573ea50ca68c0207,94e5bc536126be6ba053f98c19817a958f29f25c,C421,False
AfonsoLob/xarm_smolvla,608af32e1f553b63b6196da7573ea50ca68c0207,94e5bc536126be6ba053f98c19817a958f29f25c,C421,False
AfonsoLob/xarm_smolvla,608af32e1f553b63b6196da7573ea50ca68c0207,94e5bc536126be6ba053f98c19817a958f29f25c,C421,False
AfonsoLob/xarm_smolvla,1957194b81baf701a1892de32ed1a0f326d3dcf8,608af32e1f553b63b6196da7573ea50ca68c0207,C422,False
AfonsoLob/xarm_smolvla,1957194b81baf701a1892de32ed1a0f326d3dcf8,608af32e1f553b63b6196da7573ea50ca68c0207,C422,False
AfonsoLob/xarm_smolvla,1957194b81baf701a1892de32ed1a0f326d3dcf8,608af32e1f553b63b6196da7573ea50ca68c0207,C422,False
AfonsoLob/xarm_smolvla,1957194b81baf701a1892de32ed1a0f326d3dcf8,608af32e1f553b63b6196da7573ea50ca68c0207,C422,False
AfonsoLob/xarm_smolvla,1957194b81baf701a1892de32ed1a0f326d3dcf8,608af32e1f553b63b6196da7573ea50ca68c0207,C422,False
Angry-Lasagna/redcube_bluebox,a180cbd25d5ff0cf625f93825d6149368ac5d4c6,98aedd31befe0e20170fc7eaeaafc0f152a1410e,C421,False
Angry-Lasagna/redcube_bluebox,a180cbd25d5ff0cf625f93825d6149368ac5d4c6,98aedd31befe0e20170fc7eaeaafc0f152a1410e,C421,False
Angry-Lasagna/redcube_bluebox,a180cbd25d5ff0cf625f93825d6149368ac5d4c6,98aedd31befe0e20170fc7eaeaafc0f152a1410e,C421,False
Angry-Lasagna/redcube_bluebox,30c77b35823c9087c23e59512ad2ce7494e5db0d,a180cbd25d5ff0cf625f93825d6149368ac5d4c6,C422,False
Angry-Lasagna/redcube_bluebox,30c77b35823c9087c23e59512ad2ce7494e5db0d,a180cbd25d5ff0cf625f93825d6149368ac5d4c6,C422,False
Angry-Lasagna/redcube_bluebox,30c77b35823c9087c23e59512ad2ce7494e5db0d,a180cbd25d5ff0cf625f93825d6149368ac5d4c6,C422,False
Angry-Lasagna/redcube_bluebox,30c77b35823c9087c23e59512ad2ce7494e5db0d,a180cbd25d5ff0cf625f93825d6149368ac5d4c6,C422,False
Angry-Lasagna/redcube_bluebox,30c77b35823c9087c23e59512ad2ce7494e5db0d,a180cbd25d5ff0cf625f93825d6149368ac5d4c6,C422,False
Angry-Lasagna/redcube_bluebox,a21061a34c89a93811de1dc4e2ad29d90e6b92fd,76bcb151d6ecf3ab9773228bb8bac9ddc42b53e1,C421,False
Angry-Lasagna/redcube_bluebox,a21061a34c89a93811de1dc4e2ad29d90e6b92fd,76bcb151d6ecf3ab9773228bb8bac9ddc42b53e1,C421,False
Angry-Lasagna/redcube_bluebox,a21061a34c89a93811de1dc4e2ad29d90e6b92fd,76bcb151d6ecf3ab9773228bb8bac9ddc42b53e1,C421,False
Angry-Lasagna/redcube_bluebox,a21061a34c89a93811de1dc4e2ad29d90e6b92fd,76bcb151d6ecf3ab9773228bb8bac9ddc42b53e1,C421,False
Angry-Lasagna/redcube_bluebox,a21061a34c89a93811de1dc4e2ad29d90e6b92fd,76bcb151d6ecf3ab9773228bb8bac9ddc42b53e1,C421,False
